index,text,label,text_prob,text_pred,vision_prob,vision_pred,fusion_prob,fusion_pred,fusion_error_type,all_models_agree,fusion_correct_both_wrong
35,[OCR] texas churches be like... pew pew pew [/OCR] [CAP] texas churches be like... pew pew pew [/CAP] <lang=en>,0,0.15126271545886993,1,0.1552492380142212,0,0.18186984956264496,0,TN,0,0
36,"[OCR] i don't always have a heat stroke and get frostbite in the same week FOU'LL ANOW I'R DDAD WHEN I STOP TALKING WHEN ISTOP TALKING, YOU'LL KNOW I'M DEAD but when i do i know i'm in kentucky ERRY WEINTRAUB [/OCR] [CAP] i don't always have a heat stroke and get frostbite in the same week but when i do i know i'm in kentucky [/CAP] <lang=en>",0,0.1295604258775711,0,0.39346548914909363,1,0.15678787231445312,0,TN,0,0
37,[OCR] doesn't wear tampons because she trips over t the string [/OCR] [CAP] doesn't wear tampons because she trips over the string [/CAP] <lang=en>,0,0.1408299207687378,0,0.04418503865599632,0,0.14826034009456635,0,TN,1,0
38,[OCR] when you can't decide to pre heat the oven or just throw the meal in right away [/OCR] [CAP] when you can't decide to pre heat the oven or just throw the meal in right away [/CAP] <lang=en>,0,0.14787878096103668,0,0.10278003662824631,0,0.15386885404586792,0,TN,1,0
39,[OCR] happy shot in the face day 5-2-2011 [/OCR] [CAP] happy shot in the face day 5-2-2011 [/CAP] <lang=en>,0,0.1559654027223587,1,0.06766065210103989,0,0.19430464506149292,0,TN,0,0
40,[OCR] 1 bomb every minute [/OCR] [CAP] 1 bomb every minute [/CAP] <lang=en>,0,0.14267326891422272,0,0.0547061525285244,0,0.16812320053577423,0,TN,1,0
41,[OCR] black power comes with a lot of responsibility [/OCR] [CAP] black power comes with a lot of responsibility [/CAP] <lang=en>,0,0.1511024385690689,1,0.059092748910188675,0,0.17728978395462036,0,TN,0,0
42,[OCR] that chiken is so black no one is going to eat it [/OCR] [CAP] that chiken is so black no one is going to eat it [/CAP] <lang=en>,0,0.1449490338563919,0,0.057159554213285446,0,0.16024771332740784,0,TN,1,0
43,[OCR] lose uuo WORS EVER is [/OCR] [CAP] i hope both teams lose [/CAP] <lang=en>,0,0.13223834335803986,0,0.1151568740606308,0,0.13119110465049744,0,TN,1,0
44,[OCR] say the damn pronouns [/OCR] [CAP] say the damn pronouns [/CAP] <lang=en>,0,0.1439925581216812,0,0.020762789994478226,0,0.1662607192993164,0,TN,1,0
45,[OCR] goin [/OCR] [CAP] goin [/CAP] <lang=en>,0,0.14327219128608704,0,0.013723772019147873,0,0.16849635541439056,0,TN,1,0
46,[OCR] we need problem solvers not racistand religious bigots in office [/OCR] [CAP] we need problem solvers not racist and religious bigots in office [/CAP] <lang=en>,0,0.1439957320690155,0,0.06182871758937836,0,0.1658637970685959,0,TN,1,0
47,[OCR] officer down [/OCR] [CAP] officer down [/CAP] <lang=en>,0,0.14966897666454315,0,0.029219483956694603,0,0.17789137363433838,0,TN,1,0
48,[OCR] we said we would never forget why are you voting them into our government? [/OCR] [CAP] we said we would never forget why are you voting them into our government? [/CAP] <lang=en>,1,0.1459147185087204,0,0.4155030846595764,1,0.17792350053787231,0,FN,0,0
49,[OCR] when a porn video features a tranny but then' she' turns out to be a midget too you had my curiosity but now you have my attention [/OCR] [CAP] when a porn video features a tranny but then' she' turns out to be a midget too you had my curiosity but now you have my attention [/CAP] <lang=en>,0,0.14301292598247528,0,0.3286365568637848,1,0.17194850742816925,0,TN,0,0
50,"[CAP] rep. dan crenshaw former navy seal decorated war hero literally lost an eye ""doing something about terrorism"" rep.ocasio-cortez former bartender supports socialism told dan crenshawn he should ""do something about terrorism"" [/CAP] <lang=en>",0,0.13838347792625427,0,0.6871622800827026,1,0.130634143948555,0,TN,0,0
51,[CAP] nice watch must have cost an arm and a leg [/CAP] <lang=en>,0,0.15479815006256104,1,0.04165876656770706,0,0.10505343973636627,0,TN,0,0
52,[CAP] i'm sick of politics so here's a pic of michelle obama riding a unicorn [/CAP] <lang=en>,1,0.1471322774887085,0,0.578227698802948,1,0.12169752269983292,0,FN,0,0
53,[CAP] when you suck at photoshop [/CAP] <lang=en>,0,0.1514635980129242,1,0.07975185662508011,0,0.12593063712120056,0,TN,0,0
54,[CAP] for the last time.. i'm not michelle obama [/CAP] <lang=en>,0,0.16735629737377167,1,0.18900224566459656,0,0.11160921305418015,0,TN,0,0
55,[CAP] i'm cute [/CAP] <lang=en>,0,0.15025271475315094,1,0.03157782182097435,0,0.11553337424993515,0,TN,0,0
56,[CAP] and then i told them you're going on a fun camping trip [/CAP] <lang=en>,0,0.1455651968717575,0,0.1690363734960556,0,0.12297353893518448,0,TN,1,0
57,"[CAP] the jussie smollett case explained. ""how do you plead? "" ""innocent!!!"" ""black, gay, trump hater, friend of michelle obama [/CAP] <lang=en>",0,0.13843636214733124,0,0.07900571078062057,0,0.12054767459630966,0,TN,1,0
58,[CAP] please consider donating water to children in need [/CAP] <lang=en>,0,0.13477037847042084,0,0.20325316488742828,1,0.14195121824741364,0,TN,0,0
59,[CAP] you're a wizard motherfucker [/CAP] <lang=en>,0,0.15006329119205475,1,0.039353515952825546,0,0.11818719655275345,0,TN,0,0
60,"[CAP] relax mexicans you are rapists, drug lords and criminals [/CAP] <lang=en>",0,0.1474609524011612,0,0.3262999951839447,1,0.12934225797653198,0,TN,0,0
61,[CAP] hey look at me! i'm a serial pedofile [/CAP] <lang=en>,1,0.14849524199962616,0,0.21391561627388,1,0.1209665983915329,0,FN,0,0
62,[CAP] when you just finished shooting a bunch of black kids but accidently killed a squirrel [/CAP] <lang=en>,1,0.14574159681797028,0,0.34107351303100586,1,0.13209983706474304,0,FN,0,0
63,[CAP] obama working to legalize medical cannabis for all of the usa [/CAP] <lang=en>,0,0.14113985002040863,0,0.21164223551750183,1,0.13360995054244995,0,TN,0,0
64,[CAP] my wife just got a seashell tattoo on her inner thigh if you put your ear to it you can smell the ocean [/CAP] <lang=en>,0,0.14372892677783966,0,0.7282668948173523,1,0.13032501935958862,0,TN,0,0
65,[CAP] when you beat the shit out of the tranny hooker after you nut and call it a f****t but it doesn't get back up [/CAP] <lang=en>,1,0.16563069820404053,1,0.3693487346172333,1,0.11595261096954346,0,FN,0,0
66,[CAP] ring ring hello? i've been waiting for your call all damn day!!! [/CAP] <lang=en>,0,0.14139845967292786,0,0.20624233782291412,1,0.11772484332323074,0,TN,0,0
67,[CAP] i like my refugees like this '' '' '' [/CAP] <lang=en>,0,0.1436978131532669,0,0.03125147894024849,0,0.12576685845851898,0,TN,1,0
68,[CAP] when you get hungry you can either think about it or.. [/CAP] <lang=en>,0,0.14840462803840637,0,0.17056357860565186,0,0.14838692545890808,0,TN,1,0
69,[CAP] what's the difference between a jew and a pizza? a pizza doesn't scream when you put it in the oven [/CAP] <lang=en>,1,0.146176278591156,0,0.1513974964618683,0,0.16169537603855133,0,FN,1,0
70,[CAP] taking photo with a mosque [/CAP] <lang=en>,0,0.14874789118766785,0,0.040842026472091675,0,0.12527528405189514,0,TN,1,0
71,"[CAP] ""ay, tone. how'd da gas stay in if da door is made of wood?"" [/CAP] <lang=en>",0,0.14683614671230316,0,0.2858346700668335,1,0.11942600458860397,0,TN,0,0
72,"[CAP] what do i have in common with cow pies? the older we get, the easier for you to pick us up! [/CAP] <lang=en>",0,0.1368420571088791,0,0.14819513261318207,0,0.14144626259803772,0,TN,1,0
73,[CAP] running chocolate [/CAP] <lang=en>,0,0.1528896540403366,1,0.04722245782613754,0,0.14273619651794434,0,TN,0,0
74,"[CAP] imagine, if you will an entire country so ignorant that the people wilfully give billions of dollars in order to elect rich criminals to rule over their lives and steal their money, but believe they are free [/CAP] <lang=en>",0,0.1414320319890976,0,0.4454083740711212,1,0.1545514017343521,0,TN,0,0
75,[CAP] im never doing a garden again! [/CAP] <lang=en>,0,0.14438070356845856,0,0.15274040400981903,0,0.14206641912460327,0,TN,1,0
76,"[CAP] coming soon to your neighborhood 300,000 islamic heathens demanding the usa change to suit thier sick religion [/CAP] <lang=en>",0,0.15104351937770844,1,0.060794033110141754,0,0.1180083304643631,0,TN,0,0
77,"[CAP] listen bitch, before you start fucking with me you should know my team is bigger [/CAP] <lang=en>",0,0.1509608030319214,1,0.1756180375814438,0,0.11679019778966904,0,TN,0,0
78,[CAP] masturbation it's not just for men [/CAP] <lang=en>,0,0.15128746628761292,1,0.07413626462221146,0,0.11196890473365784,0,TN,0,0
79,[CAP] what is this sleep of which you speak? [/CAP] <lang=en>,0,0.14451825618743896,0,0.1406804621219635,0,0.13308852910995483,0,TN,1,0
80,"[CAP] oakland mayor libby schaaf i saved 800 ms-13 rapists, murderers, molesters from ice [/CAP] <lang=en>",0,0.14840339124202728,0,0.5617888569831848,1,0.12359446287155151,0,TN,0,0
81,"[CAP] what if i told you that you cant ""tolerate"" a person who agrees with you? "" [/CAP] <lang=en>",0,0.14639566838741302,0,0.12200692296028137,0,0.12284926325082779,0,TN,1,0
82,[CAP] look both ways before you cross the street [/CAP] <lang=en>,0,0.14130854606628418,0,0.08852703124284744,0,0.12816868722438812,0,TN,1,0
83,[CAP] what kind of punch can take out 20 kids and 6 adults? a sandy hook [/CAP] <lang=en>,1,0.15365344285964966,1,0.37893009185791016,1,0.12633436918258667,0,FN,0,0
84,"[CAP] she said ""choke me daddy"" so i gave her 2 popeye's biscuits without a drink [/CAP] <lang=en>",0,0.1547393947839737,1,0.537203848361969,1,0.1273428052663803,0,TN,0,1
85,[CAP] meditation before going to school [/CAP] <lang=en>,0,0.14800354838371277,0,0.15424440801143646,0,0.135090634226799,0,TN,1,0
86,[CAP] we can kill as many as we want and your stupid government keeps bringing us in [/CAP] <lang=en>,1,0.1469692587852478,0,0.0935404822230339,0,0.11604722589254379,0,FN,1,0
87,[CAP] so there is this new implant that can actually fix stupid [/CAP] <lang=en>,0,0.16143116354942322,1,0.10457097738981247,0,0.11518552899360657,0,TN,0,0
88,"[CAP] if you're vaping inside a mcdonalds, inside a walmart ... that's the turducken of white trash [/CAP] <lang=en>",1,0.15473642945289612,1,0.9974332451820374,1,0.12526515126228333,0,FN,0,0
89,[CAP] this cat is pushing a watermelon out of a lake. your argument is invalid [/CAP] <lang=en>,0,0.15179994702339172,1,0.0220198892056942,0,0.12199018150568008,0,TN,0,0
90,[CAP] what do you call a retarded jew? auschwistic [/CAP] <lang=en>,1,0.15632201731204987,1,0.020631035789847374,0,0.15714874863624573,0,FN,0,0
91,[CAP] that blackened chicken was so dry it reminded me of your mother [/CAP] <lang=en>,0,0.14856702089309692,0,0.2029404193162918,1,0.13481977581977844,0,TN,0,0
92,"[CAP] yo dawg, i heard you like memes  so i made a meme mocking memes you so you can can mock me knocking memes while reading mock memes [/CAP] <lang=en>",0,0.15108031034469604,1,0.1699715554714203,0,0.12488473951816559,0,TN,0,0
93,[CAP] when everybody's worried about their ex but you're just here enjoying your lemonade [/CAP] <lang=en>,0,0.1530078649520874,1,0.2876112163066864,1,0.12166101485490799,0,TN,0,1
94,[CAP] cannibal tribe from indonesia will take muslim refugess in any amount [/CAP] <lang=en>,1,0.15085841715335846,1,0.3547029495239258,1,0.15705902874469757,0,FN,0,0
95,[CAP] when you see the gas bill [/CAP] <lang=en>,0,0.15349653363227844,1,0.10827195644378662,0,0.11908382177352905,0,TN,0,0
96,[CAP] cheers to all the people who can change their minds when presented with information that contradicts their beliefs [/CAP] <lang=en>,0,0.13695821166038513,0,0.5415101647377014,1,0.12670981884002686,0,TN,0,0
97,[CAP] broken chair [/CAP] <lang=en>,0,0.14918747544288635,0,0.02366821840405464,0,0.12420019507408142,0,TN,1,0
98,[CAP] stop being a bitch [/CAP] <lang=en>,0,0.14429333806037903,0,0.048224546015262604,0,0.12665313482284546,0,TN,1,0
99,[CAP] honestly how often do you masturbate? [/CAP] <lang=en>,0,0.15231427550315857,1,0.07838220149278641,0,0.1689940094947815,0,TN,0,0
